评分,用户,评论详情,日期,IP位置
4分 满意,qmxc,"青龙洞不单指一个古建，是指一批古建筑群，大多建于明代，距今有500多年历史了。
坐落在镇远古镇的东边中和山上。这里地势挺拔陡峭，巨石，悬崖峭壁，古建融为一体。十分壮观。",2024-11-19,IP属地：陕西
5分 超棒,灼眼的夏娜酱,我去的时候天不错，开始太阳没出来，后来出来了天也蓝了景色很好，景区不大一个小时能走完，站在高处看和在山下看还是不一样的，其实从青龙洞角度看出去对面山上有个风雨桥，感觉那边拍全景也不错。,2019-05-26,IP属地：未知
5分 超棒,Iamis,"非常推荐的景点。
青龙洞古建筑群距今500多年历史，是贵州著名的古迹。建筑群建在悬崖峭壁之上，儒，道，佛三种宗教的寺庙都在里面，建筑临崖而建，悬空矗立。一定要走到最高位置，能俯瞰镇远古镇的大转弯景色，太美了。",2021-08-03,IP属地：未知
5分 超棒,顺时针1986,"当你漫步镇远古城街头，举目远眺就能看见青龙洞古建筑群。除了古城外，你可以放弃舞阳河，放弃铁溪，却无法放弃青龙洞不去。青龙洞并不是一个溶洞，而是宗教场所，寺庙之地，整个古建群依中和山而建，采用多种工艺，硬是在一段悬崖上筑出中元洞、紫阳洞、青龙洞、万寿宫等一片阁楼洞天。巨岩、洞穴和为一体，道、儒、佛三类宗教的寺庙同生共长，互相交融的文化形态是在其他景区难遇见的。

青龙洞门票60元，从古城步行就能达到，无需乘车，想看个古建筑群都要买这么贵的门票，想想也是醉了。网上预定便宜10元，在售票处可以凭短信订单取票。另外在舞阳河售票处和青龙洞售票处可以购买对方景区的门票。整个景区全是木质结构的吊脚楼，古韵味十足，建筑都很有年代了，整个景区都是禁止吸烟一定要严格遵守，里面的青石板台阶很多都是明清遗留下来的。建议拼个导游游览起更有意义，由于青龙洞是一个宗教场所，烧香拜佛的多，除了古建筑外还是不要随意拍照。",2020-03-08,IP属地：未知
5分 超棒,彪标,青龙洞建于明代中叶，至今己500年的历史，几度毁于兵火，几度修复，于今成为占地二万多平方米，由有龙洞，紫禅书院，中禅院 ，万寿官，祝圣桥和香炉岩六部份三十六座单体建筑组成的宗教文化旅游名胜区和建筑博览区。,2019-10-05,IP属地：未知
4分 满意,包游记,青龙洞位于镇远城东的中和山上，背山面水，集释、道、儒三教于一体，气势恢宏的古建筑贴壁而建，简直就是悬空寺的翻版。与传统建筑自下而上建造不同，青龙洞最早的建筑玉皇阁紧贴青龙洞主洞口凌空而建，俯瞰镇远古城，舞阳河在此形成S形弯道，贴合了道教八卦风水绝佳地的气场。此后的建筑都以玉皇阁为基准自上而下建造，最终形成了如今的青龙洞古建筑群。如今的青龙洞既是欣赏舞阳河的绝佳地，其自身也似一幅悬挂在舞阳河畔的山水长卷，出彩无比。,2018-06-27,IP属地：未知
5分 超棒,东北行者123,青龙洞是镇远古城最具有历史文化价值的景点，喜欢历史的一点要来，一定要请一位讲解员，王阳明，朱熹两位先生都曾在此讲学，供奉的中国历史上的名人非常多，余秋雨先生到此游览曾说这里是“诸神大狂欢”！,2019-07-04,IP属地：未知
5分 超棒,喜欢猫的虎,"青龙洞古建筑群始建于明代中叶，至今已有500多年的历史，是贵州著名的古迹。
建筑群建在悬崖峭壁之上，集儒、道、佛、会馆、桥梁及绎道建筑文化于一身，由青龙洞、紫阳书院、中元禅院、万寿宫、祝圣桥、莲花亭等六个部分组成。
最具特色的是玉皇阁，选址最为大胆。紧贴青龙洞主洞口凌空而建，阁中有洞，形成了半壁楼台半壁洞的绝妙景观，地道的空中楼阁。",2023-02-06,IP属地：湖南
5分 超棒,魔狮迪露,青龙洞是镇远古城的主要景点，尤其是夜景尤为震撼。镇远青龙洞是全国为数不多的儒道佛三教合一的典范之一，于1988年被列为全国重点文物保护单位。,2019-04-23,IP属地：未知
4分 满意,马百人,"青龙洞，祝圣桥，石屏山，舞阳河，一起组成了镇远最美的景色。陡然附近还有炎帝宫，文庙遗址。
青龙洞其实是一组容楼阁，山洞，会馆，寺庙的建筑群，在全国也算是少见了。其中，安徽会馆的牌楼堪称建筑精品，有丰富的文化内涵，需要事先了解一下，或者听听导游讲解。",2018-08-25,IP属地：未知
5分 超棒,ncyygo,青龙洞坐落在镇远古镇城东的中和山上 贴崖古建筑园林奇观 佛教经殿 道教庙堂 儒家书院 会馆为一体的佛 道 儒 俗古建筑群 全国独有的中原建筑与苗侗吊脚楼干栏式巧妙结合的古建筑群,2020-12-21,IP属地：未知
4分 满意,吃喝玩乐好开心,"和石屏山隔河相望的是青龙洞景区，景区以万寿宫为主，各亭台楼阁依山傍水，好似一座悬空寺。
远远望去青龙洞的建筑异常的壮观，建筑几乎都是贴在高高的山石上建造起来的，震撼，感慨这些不留名字的能工巧匠的手艺！",2019-02-13,IP属地：未知
5分 超棒,hr****788,六百多年的历史，山下万寿寺山上青龙洞，集佛教与道教一起，依山傍水而建，在最高处青龙洞可以将古城和舞阳河一览无余，紫阳书院阁楼的窗花里藏着一副对联，有兴趣可以去寻下哦！,2021-08-15,IP属地：未知
5分 超棒,123-traveller,青龙洞在祝圣桥旁边，依山而建的一组建筑群，有好几个不同的寺庙、道观组成。进景区是要票的，不过贵州有待老人，60岁以上直接刷身份证进去。最古老的建筑，据说有600多年。,2021-05-10,IP属地：未知
5分 超棒,qtrqqcl,"2018年国庆节，我去了贵州，第一站就是镇远古镇，买票进了青龙洞。
​青龙洞古建筑群有青龙洞、紫阳书院、中禅院、万寿宫、祝圣桥和香炉岩，气势雄伟、构思大胆、布局精巧。",2019-12-11,IP属地：未知
5分 超棒,qtrqqcl,很值得去，而且一定要往高处走，能够看到镇远古镇一江两岸的美丽景色，俯瞰祝圣桥也另有一番感受。里面的古建筑也保护得很好，从低往高看舞阳河，清幽宁静,2019-09-10,IP属地：未知
4分 满意,老二连,"青龙洞建于明代中叶，至今已有近500年的历史，曾几度毁于兵、火，几度修复，古
建筑群经历代修建始成现代规模，位于城东中河山，占地21000平方米，有青龙洞、紫禅书院、中禅院、万寿宫、祝圣桥和香炉岩6部分共36座单体建筑组成，集儒、道、佛、会馆、桥梁及绎道建筑文化于一身。整群建筑靠山临江，依崖傍洞贴壁凌空、勾心斗角，错落有致。那飞岩翘角、贴壁凌空、红墙青瓦的殿阁楼台，气势宏伟。造型独特的建筑物 与悬崖、古木、藤萝、岩畔、溶洞天然合成，融为一体，真是巧夺天工。既有临江远眺的吊脚楼，也有恬静幽邃的寺院禅台，有朗朗书声的学子院，更有锣鼓喧天的戏台，集天下山水楼阁荟萃为一方。整个建筑群重重叠叠参差不齐，纵横有致，沿庭院小径漫步，登斯楼而极目，如临海市蜃楼，蓬莱仙岛。为江南汉地建筑与西南少数民族山地建筑文化相结合的绝妙典范。有“西南悬空寺”之称，是贵州省规模最大的古建筑群。1988年经国务院批准被列为国家级重点文物保护单位。",2022-09-20,IP属地：山东
5分 超棒,勇猛十温柔,"城内古街古巷曲径通幽，石桥城垣错落有致，碧水晨雾姿态万千，春江渔火诗意盎然。
这里有雄伟奇特的国家级重点文物保护单位青龙洞古建筑群和明清古民居、古巷道、古码头、古城垣等160余处，观赏价值与科考价值俱高。",2020-06-04,IP属地：未知
5分 超棒,可爱的小昊子,当地最知名的人文景观，位于风光优美的舞阳河畔，是一组依山而建的古建筑群，集佛道儒三教于一体，历史悠久，传说众多，是游览镇远不可错过的景区。,2020-01-23,IP属地：未知
5分 超棒,chaojile,青龙洞坐落在我国历史文化名城镇远城东的中和山上。巨岩，洞穴和为一体，道，儒，佛三种宗教的寺庙群生就山腰。它背靠青山，面临绿水，贴壁临空，五步一楼，十步一阁，翘翼飞檐，雕樑画栋。,2020-05-24,IP属地：未知
5分 超棒,冰之炙点,"青龙洞是儒释道三教合一的活动场所。
他位于镇远的舞阳河畔。依山而立，抬阶而上，可以看到镇远太极镇的风貌。
所发图片用原始色彩，更显当地风貌。",2019-08-06,IP属地：未知
5分 超棒,170****358,古老的青龙洞(道家风水东面为青龙，得名青龙洞)，儒释道+江西会馆，风水宝地，静静守护着镇远古城。山顶还有一个中学，以前也是学校，古镇还是延续着宁静的生活。,2019-07-03,IP属地：未知
5分 超棒,di调毛毛,感觉建筑基本是复原了，内部空空如也，很多过去的东西都没有了，很清秀，古人选的地方很好，有天然的屏障，有河流，很宜居，荆楚问候各民族文化融合，值得一看。,2020-07-28,IP属地：未知
5分 超棒,qtrqqcl,45元的门票，很值，虽然名字叫洞，其实是一座依山而建的寺庙，高处可以一览镇远古镇全貌，我个人独爱那条河水碧绿的舞阳河，太有灵气了,2020-05-02,IP属地：未知
4分 满意,李行者的足迹,青龙洞背靠青山，面临绿水，贴壁临空，古建筑依山因地，与悬崖、古木、藤萝、岩畔、溶洞天然合成，融为一体，既有临江远眺的吊脚楼，也有恬静幽邃的寺院禅台，有朗朗书声的学子院，更有锣鼓喧天的戏台。,2019-03-01,IP属地：未知
5分 超棒,chaojile,青龙洞古建筑群是镇远极具旅游观赏价值的名胜古迹。是贵州古建筑规模最大，构造最精巧，融佛教经殿，道教庙堂，儒家书院为一体的佛，道，儒，俗古建筑群落。,2020-05-22,IP属地：未知
5分 超棒,nmgXS,镇远古城来舞阳河一侧的中和山上。在火车站乘坐1路公交车到祝圣桥，桥的另一侧的山上便是始建于明代的青龙洞风景区古建筑群——贵州著名古迹，参观需要门票,2019-12-03,IP属地：未知
5分 超棒,,青龙洞我个人认为是一个小而美的经典景点，有着太极的风水，这里的建筑特色鲜明，雕梁画栋的感觉，从高处看河水还真有点像太极的那道界限，青山绿水很好看！,2018-10-19,IP属地：未知
5分 超棒,Pantoffel,上世纪早几批的国保单位，还是很值得逛的。很有地方和民族特色。而且是俯瞰镇远古镇的绝佳高点。但是景点里面经常有牌子写着“常有落石”就让人很慌。。求你搞一个环境整治或者防护工程之类的。。。,2020-05-02,IP属地：未知
5分 超棒,喜欢猫的虎,"青龙洞，群坐落在中国历史文化名城——镇远城东的中和山上。这里山势挺拔，峭壁悬崖。巨岩、洞穴和为一体。
道、儒、佛三种宗教的寺庙群生就山腰。它背靠青山，面临绿水，贴壁临空，五步一楼，十步一阁，翘翼飞檐、雕梁画栋。
青龙洞，这些古建筑依山因地，分别采用了“吊”、“借”、“附”、“嵌”、“筑”等多种工艺，硬是在一段悬崖上筑出中元洞、紫阳洞、青龙洞、万寿宫等一片阁楼洞天。它气势雄伟、构思大胆、布局精巧。于1988年被列为全国重点文物保护单位。",2023-02-17,IP属地：广东
5分 超棒,博士小美女,"青龙洞，群坐落在中国历史文化名城——镇远城东的中和山上。这里山势挺拔，峭壁悬崖。巨岩、洞穴和为一体。

青龙洞，这些古建筑依山因地，分别采用了“吊”、“借”、“附”、“嵌”、“筑”等多种工艺，硬是在一段悬崖上筑出中元洞、紫阳洞、青龙洞、万寿宫等一片阁楼洞天。它气势雄伟、构思大胆、布局精巧。于1988年被列为全国重点文物保护单位。",2022-05-11,IP属地：未知
5分 超棒,蕙质兰心蕙质兰心,镇远铁溪景区龙潭，也是镇远的后花园，小溪流水清澈无比，龙潭湖水翡翠般的明亮。另外，黔南第一洞天青龙洞，山势挺拔，悬崖峭壁，巨岩，洞穴和为一体，道，儒，佛，三种宗教的寺庙群生就山腰，建在悬崖峭壁上的房子，确实是一个奇迹。,2021-04-10,IP属地：未知
5分 超棒,M53****469,赶时间，8点半上去，9点半就下来了，并不是很高，拍了古镇的祝今桥附近的全景。山顶的青龙洞有道士在里面，非常热情的迎人去上香，扫码捐功德，然后给一张纸条让写上自己和家人的名字，然后算命，看情形不对我说不用了，赶紧下山。,2020-08-15,IP属地：未知
5分 超棒,老老倪,青龙洞位于贵州省镇远古城舞阳河祝圣桥边，为佛教、道教、儒家的一个综合性景区，由青龙洞、紫阳书院、申元禅院、万寿宫、祝圣桥、莲花亭组成。建筑群悬空依山而建，面临舞阳河，也是镇远古城的一道亮丽风景线。,2019-04-13,IP属地：未知
4分 满意,115****906,镇远古城最有历史的建筑，贴崖而建，儒释道俱全。从这里可以想到当年镇远的繁华，历史的斑驳。站在青龙洞的亭子远眺镇远古城，一座静谧的小城，慢生活的最佳体验。,2018-11-22,IP属地：未知
4分 满意,M24****2828,"里面包含的两个宗教的相关介绍，佛教和道教！
地势险要、一路爬坡，在最高处可以俯视整个古镇全景！青山绿水，游船泛泛，古镇全亮特别漂亮",2023-08-17,IP属地：四川
5分 超棒,320****863,青龙洞在镇远古镇祝圣桥边上，依山而建，被称为西南第一悬空寺，佛道儒三教合一的景区。张三丰真人在此处修行过。因为位于镇远的东方，东方是青龙位，因此而得名。在景区高处可以观赏的古镇的全貌。,2021-04-27,IP属地：未知
5分 超棒,tzy798798,"青龙洞位于贵州省黔东南苗族侗族自治州镇远县，这里有许多值得游玩体验之处，以下具体介绍：

欣赏古建筑艺术

• 建筑工艺独特：青龙洞古建筑群采用“吊”“借”“附”“嵌”“筑”等多种工艺，在悬崖上筑出一片阁楼洞天，与石崖、溶洞、古木等融为一体，如青龙洞的玉皇阁，就巧妙地利用了地形，建在悬崖之上，十分壮观。
• 布局精巧合理：靠山临江，依崖傍洞贴壁凌空、勾心斗角，错落有致。30多座单体建筑沿山势分布，纵横有致，空间利用巧妙，从不同角度看都有独特的美感。

• 风格融合多元：是江南汉地建筑与西南少数民族山地建筑文化相结合的典范，既有临江远眺的吊脚楼，也有恬静幽邃的寺院禅台。

感受多元文化内涵

• 宗教文化：青龙洞是儒、道、佛三教合一的典范，紫阳书院体现儒家文化，青龙洞有道教建筑和文化元素，万寿宫大雄宝殿等则是佛教文化的体现。

• 历史文化：这里保存了许多历史文物和遗迹，如碑刻、石雕等，这些都是研究当地历史文化的重要资料，承载着镇远古城的发展历程和文化传承。

观赏自然与人文美景

• 山水相依：青龙洞背靠青山，面临绿水，舞阳河水以“S”形穿城而过，远观颇似太极图，古建筑群与山水浑然天成，构成了一幅美丽的山水画卷。

• 古镇风光：从青龙洞可以俯瞰镇远古镇的全景，欣赏到古镇的古街古巷、吊脚楼等特色建筑，感受古镇的古朴韵味和烟火气息。

参与特色活动

• 传统节日活动：在端午节等传统节日期间，青龙洞会举办祭龙仪式等活动，游客可以参与其中，感受浓厚的民俗文化氛围。

• 文化展览：景区内会不定期举办书画展览等文化活动，让游客在欣赏美景的同时，也能领略到当地的文化艺术风采。",2025-06-01,IP属地：贵州
5分 超棒,匿名用户,青龙洞是集佛教经殿、道教庙堂、儒家书院、会馆为一体的佛、道、儒、俗古建筑群落，占地面积21200平方米，建筑画积6600平方米，建筑在高80米、长300米的中河山悬崖地带和溶岩之中，由祝圣桥、中元禅院、紫阳书院、青龙洞、万寿宫、香炉岩等6个古建筑群、35个单体建筑组成。青龙洞对研究地方史和民族史，以及探索镇远县各时期政治、经济、文化、艺术等发展具有重要的意义。,2025-04-15,IP属地：辽宁
5分 超棒,匿名用户,非常雄伟壮观的贴崖古建筑群，建筑巧夺天工，镶嵌在崖壁上。雨后台阶有点湿滑，需要小心攀登。登高望远俯瞰镇远古镇，景色一级棒。如果体力好，推荐登顶，在书院的最高点眺望祝圣桥和舞阳河对岸的镇远古镇，如诗如画。,2024-04-05,IP属地：贵州
5分 超棒,M41****245,青龙洞景区的服务简直超赞！！在贵州旅游了一周，第一次在景区中感受到顾客至上的服务，老公爬山时不小心踩滑致大拇指错位（以为骨折），疼痛难忍，120急救车来得也快，景区人员第一时间陪同赶到医院，办手续、X光、CT、开药等，我们没有花费一分钱。估计景区这么多年也是第一次遇到，从服务台拿的拐杖都是全新没有撕开包装的那种。感谢景区人员的全程贴心服务，为镇远古城和青龙洞景区点赞！,2023-08-24,IP属地：四川
4分 满意,放飞自我去游玩,青龙洞是一片古建筑群，坐落在镇远城东的中和山上。这里山势挺拔，峭壁悬崖。巨岩、洞穴和为一体。我们到的当天游客不多，但买票就等了半天，因为卖票的走开了（贵州各种神奇的经历特别多）……这里的建筑，都是在悬崖上开凿出来的，中元洞、紫阳洞、青龙洞、万寿宫等一片阁楼洞天，集儒、道、佛于一体，建筑连这狭窄的通道，仿佛一直在迷宫中穿行。古建筑群整体气势雄伟、构思大胆、布局精巧。在景区内，基本没法拍建筑，因为我们都在建筑内穿行，要看青龙洞的全貌，在河对岸才能看得清楚，由于青龙洞的建筑建在高处，可以从这里俯瞰整个镇远古镇倒，风景相当不错，门票不贵，千万不要错过。,2022-06-12,IP属地：未知
3分 不错,想不出有昵称,"青龙洞是镇远游的最大看点，有“西南悬空寺”的说法，是全国重点文物保护单位，还被确定为贵州省古建筑博物馆。
青龙洞建于镇远古城东的中河山上，与镇远府城隔河相望。
总建筑面积6165平方米，包括祝圣桥、中元禅院、紫阳书院、玉皇阁、万寿宫、香炉岩等6部分组成，共有36座单体建筑物。",2021-10-18,IP属地：未知
3分 不错,M32****7665,青龙洞，三教合一的地方，说实话60块钱门票，贵了，里面不大。因为是靠山而建的建筑，需要不停的上楼下楼，爬到阁楼顶风景不错，可以从另一个角度看镇远古城。里面很多房间都是空的，没有实质性的东西，如果免费的可以玩玩，否则不建议去了，就在对面照个相算啦,2021-05-03,IP属地：未知
5分 超棒,周游列国,"这里有雄伟奇特的国家级重点文物保护单位青龙洞古建筑群和明清古民居、古巷道、古码头、古城垣等160余处，观赏价值与科考价值俱高。
黑瓦白墙的民居、端庄典雅的青龙洞建筑群让人应接不暇，还可爬爬山顶的苗疆长城，畅想当年的刀光剑影。",2020-06-04,IP属地：未知
5分 超棒,joa****lh,"推荐理由：
当地知名的人文景观，前一天晚上坐船看了依山而建的圣地，于是携程立马预约了第二天的门票，贵州7月31日前大多数景点免费，但是需要预约。瓦楞上和墙壁长了植物，非常可爱，值得你去探究哦～
交通：
4路公交车到祝圣桥，下车过了桥就到了。
疫情期间得戴口罩，出示健康码。
tips：
由于是圣地，只拍了几张远眺和小细节，心里保持对圣地的虔诚。",2020-05-05,IP属地：未知
5分 超棒,境无界,青龙洞古建筑群位于古镇的中和山一侧，由祝圣桥、青龙洞、万寿宫、紫阳书院、香炉岩和中禅院6部分建筑组成，其规模宏大，构造精巧。在这里可以看到儒家书院、道家道观与佛教寺院融汇、和谐共处的景象。青龙洞古建筑群的建筑风格非常独特和巧妙，有别于一般的少数民族建筑，因为它是江南建筑文化和西南少数民族建筑文化相结合的古建筑群，是这里独有的建筑风格。,2019-11-03,IP属地：未知
5分 超棒,侣行走天下,位于祝圣桥旁，背靠青山，面临绿水，贴壁临空，五步一楼，十步一阁、雕梁画栋。这些古建筑依山因地，硬是在一段悬崖上筑出中元洞、紫阳洞、青龙洞、万寿宫等一片阁楼洞天。,2019-10-07,IP属地：未知
5分 超棒,_M13****2122,一块山崖面水，佛教、道教、儒学、会馆，多种文化古建筑攀建在山崖上，也有溶洞，正宗的悬空寺，舞阳河从其面前流过，庄重大气，在古镇内沿河栈道步行即可，门票季节性调整、有时也享受政策优惠，总的来说不贵，游览时间大约一个半小时，不过建议沉浸式休息，从楼台上看古镇古码头景观也十秀美，尤其是夏天，青龙洞区域十分清凉，可避暑。,2018-09-20,IP属地：未知
5分 超棒,zhen****109,青龙洞不大，不过名气很大，这里是佛教，道教，儒家三教合一的一个圣地，在全国也仅此一家，也是镇远古镇最靓丽的风景，曾经张三丰在此修炼三年。,2020-02-01,IP属地：未知
