评分,用户,评论详情,日期,IP位置
5分 超棒,白狐219,"万盛黑山谷。从南门入，由山顶乘缆车下行一公里。
走出缆车站，气温19度。拾级而下，山道九曲连环，一曲一景一瀑布，让人眼花缭乱，留连忘返。
下至谷底，悬崖峭壁迎面扑来，窄处仅约二米，或栈道或浮桥，低首溪水潺潺，抬头绝壁千尺不见天日，有种莫名的兴奋。
走完这最精采的两公里，眼前一亮，四公里山间河曲，峰峦叠嶂苍翠欲滴，清澈河水白浪翻飞步道平坦铺砌良好，信步走完，刚好一万步。
最后乘园区摆渡车6公里由北门出。
黑山谷，真是一个夏日消暑休闲的好去处。
几乎走遍了全国的所有景点，黑山谷是让我惊喜的一处，人少，性价比超高。人性化设计合理，景色不输任何有名景区。整体观赏性强。如果自己开车南门下，走三公里精华点，原路返回，索道上。这样全是超美景又省时省力。如果年轻爱徒步，13公里全程走完会非常舒爽，也只需4个多小时。",2021-05-20,IP属地：未知
4分 满意,320****915,第一次去黑山谷，住在市区自驾去的黑山谷。推荐车可以停北门，然后坐大巴到南门。从南门往北门走比较省体力。谷内大大小小的瀑布有很多。可以慢慢游览。负氧离子体验区是喜欢的其中一个景点之一 ，可以休息可以拍照📸，空气都觉得是香甜的。太多太多说不完。总之，推荐了☺️,2020-04-20,IP属地：未知
5分 超棒,顺时针1986,"万盛，重庆市辖区，位于重庆市南部渝黔交界处，距重庆主城区89公里，境内民族民俗文化丰富，古夜郎文化源远流长，还有“中国羽毛球之乡”美誉。万盛的知名景点有黑山谷、龙鳞石海、铜鼓滩漂流等，都是主打自然风光的，黑山谷相对好玩一点。

黑山谷位于万盛区黑山镇境内，距万盛经开区20公里，距离重庆主城区110公里。森林覆盖率达97%，被专家誉为“渝黔生物基因库”，是目前重庆地区最大的、原始生态保护最为完好的自然生态风景区，是重庆市仅有的几个5A景区之一，地跨渝、黔两地，在分界点还能摸到贵州的山，纯粹奔着5A的名号去的。南坪汽车站到万盛班车最多，万盛城区到景区还有20多公里，根本看不到交通车前往，我们80元拼车到了黑山谷南门。

景区全长13公里，其中1公里上山观光索道，6公里栈道和浮桥，6公里电瓶车车程。从南门进入走的下坡可以省去30元索道费，门票100元，我们步行6公里的路程全是峡谷、小瀑布、森林植被和溪流，一直走一直都是同质化的景观，夏天纯粹就避暑，剩下6公里电瓶车票30元不要省，并无风景可言，而且距重庆较远，转车很麻烦，包车回去都要60元1人。

黑山谷景区开发得还不错，观光车票可以直接在售票机刷卡买，比较方便。自驾更方便一点，可以在南坪或者环城高速上渝黔高速，在綦江分路上綦万高速，1小时多可到。万盛美食不多，早餐最好吃下当地地道小面，大街小巷随处可见，还有很多重庆的品牌连锁火锅在这，此外就是当地河边的烤鱼。周末自驾耍个2天还可以。",2020-02-14,IP属地：未知
5分 超棒,M56****809,【景色】淡季人少，想怎么拍照就怎么拍照，所以淡季出行是很好的选择。今天在景区内走全程花了6个多小时，没坐出北门的观光车。一路上能看到超多稀奇古怪的动植物，呼吸到纯净的空气，看到秀丽的风景，很值得。不过景区确实大，建议南门进北门出，想走完全程是个体力活，不建议小孩和老人走全程。索道没必要坐，去北门的观光车30块比较贵。其他都完美。,2019-11-04,IP属地：未知
5分 超棒,52****136,值得去，就是不是摄影爱好者，也可以去看看，山谷底下，有瀑布有峡谷，有吊索桥，而且瀑布是可以近距离接触的，个人觉得从南门进入，体力好的不要坐吊车，可以去看神龙瀑布，乘吊车就没有了，但是由于都是石楼梯，斜度高，没有一点把握不要勉强。买票可以说好只有单程，南门进北门出，另外注意北门进去后，有电瓶车接送去起步点，距离有六公里，不难走但是辛苦，看阁下体力，要另外付30元，由于小开销特多，所以价格不算低但是配套设施好，景点里面卫生间是个人在自然风光里面景点最多的，还有卖小吃的。,2018-06-28,IP属地：未知
5分 超棒,起风了、、、,淋了一天的雨，拍了一些照片，希望对大家有所帮助,2021-04-09,IP属地：未知
5分 超棒,老農民,五一去了黑山谷，上午九点从南门走下来下午四点从北门出来，一路上流水潺潺，怪石嶙峋，两边峡谷幽深。走入其中方能感受到大自然的巧夺天工！灯儿晃桥走了个来回挺锻炼平衡性。五一人还是较多，但不算拥挤。,2025-05-05,IP属地：重庆
5分 超棒,匿名用户,景色超出预期，云雾缭绕，宛若仙境，浮桥晃儿桥，趣味十足，带着小朋友，翻山越岭，一路坚持下来了，会是很有趣的回忆。司导整体服务符合预期，有耐心，今天下雨，而且山路崎岖，如果没有包车，估计会很难过,2024-08-10,IP属地：四川
5分 超棒,吃榆,黑山谷景区由黑山谷、万盛石林两个景区组成，有峻岭、峰林、幽峡、峭壁、森林、竹海、飞瀑、碧水、溶洞、仿古栈道、浮桥、云海、田园、原始植被、珍稀动植物等各具特色的景观,2024-12-20,IP属地：北京
5分 超棒,_WeCh****163690,超棒的景区，卫生非常的到位，特别干净，工作人员的服务态度也非常的好，建议从南门进北门出，就能避免走上坡，而且是特别陡的上坡，雨天后去更好，能看见特别多的大小瀑布。,2019-03-24,IP属地：未知
5分 超棒,老老倪,黑山谷风景区位于重庆市万盛经开区黑山镇，面积约100平方公里，谷长13公里，山顶与谷底高差1200多米，獅子峰海拔1973米，现为国家5A级景区。景区特色为幽、险、奇、秀，有许多国家一二级动植物。主要的景点有十里峡谷、鱼跳峡、飞魚瀑等。,2023-07-20,IP属地：上海
4分 满意,首席监理,"从重庆万盛城区出发，10多公里就到黑山旅游度假区。它位于渝黔交界地带，与重庆南川金佛山、贵州桐梓柏箐自然保护区毗邻，总体规划面积为120平方公里。这里夏季平均气温22℃，气候宜人。

5A级旅游景区黑山谷位于核心地带，森林覆盖率高达98%，林、瀑、洞、石、泉，构成立体生态的奇妙景观。这里生长着1800多种树种，不少是珍稀植物，其中有近百株被称为“中国鸽子树”的珙桐。十里幽深的峡谷中，山峰或雄浑苍莽，或秀丽妩媚，集聚了喀斯特地貌的精气。一条鲤鱼河穿谷而过，澄碧的水流时而于谷中哗然涌出，时而蜿蜒绕于林间，时而低眉颔首卧于深潭。当它在危崖边纵身一跃，顿时，一道银练，划破青山色彩。各式各样的栈道、吊桥、浮桥串联其中，晃晃悠悠，让人找回久违的纯粹。",2022-07-21,IP属地：未知
4分 满意,天王盖地虎,门票较贵，入园还有其他交通费用，给人感觉混乱，结合两次去黑山谷经历，大家从南门进北门出，也是最合理的，这是黑山谷景区打死都不说的，北门进南门出他们可以有更多的收入点。南门进入全是下山道，游玩轻松，北门进入最后要爬1.5公里的山路。,2022-07-17,IP属地：未知
5分 超棒,开心就好灬,万盛有两个算是必玩的地方，一个是奥陶纪，一个就是黑山谷了，推荐南门进北门出，不坐隧道的话可以看到神龙瀑还有其他两三个小景点，主要还是看自己能不能走，这是一个没有被过度开发的景区，空气特别清新，很适合喜欢徒步的人，风景也很漂亮，还有一处贵州和重庆交界的地方，渝黔分界桥，值得留念,2021-09-02,IP属地：未知
5分 超棒,M11****254,最好从南门进，一路都是下坡，比较轻松！现场门票85，网上订票80！缆车30，网上28，个人建议可以不坐，走下去也就40分钟，还有个瀑布可以看！景区里面比较凉快，有几个玩水的地方，总体景色一般，有个网红灯儿晃桥有点意思，配套设施还是很完善，从南门走到乘观光车的地方大概3个小时，最好坐观光车去北门，后面6公里未开发，没什么景点，走路也是沿到观光车的路线，完全没必要！观光车30一位，网上28，最后到北门可以坐车到游客中心，5元一人，或者到南门，20元一人！,2020-08-20,IP属地：未知
5分 超棒,勇猛十温柔,"黑山谷风景区，位于重庆市万盛区星乡黑山镇境内，距万盛城区20公里,景区面积100平方公里，距离重庆市区110公里，地处大娄山余脉、渝黔交界地带，与南川金佛山、贵州桐梓柏箐自然保护区毗邻。这一条风景带，荟萃了渝黔喀斯特地貌风光之精华。",2020-05-14,IP属地：未知
5分 超棒,小小绿带爆米花,黑山谷景区完全被青山绿水环绕着，我们沿着山势走了12公里左右，花了将近三个多小时。虽然很累，但是因为一直傍着山上流淌下来的泉水和溪水所以一直都不是很热。,2020-05-04,IP属地：未知
5分 超棒,巢湖夫差,重庆的夏天除了这里还有其他选择吗？商业配套已经很成熟了，自然环境也是那么的清爽，绝对值得去，还有塑胶跑道，别提有多爽了。晚上的江湖菜也是亮点，关键还没有景区价。必须去！！,2019-08-30,IP属地：未知
5分 超棒,马来西亚砂拉越州沐胶县,"这是去重庆最后一个景点,是一个森林自然风景区，设施都很好 ，连卫生间都一流，给我意想不到。在山区的工作人员都很敬业，大冷天，都在洗刷地板，为了给游客一个方便不滑的走道。这是一个很值得去的景区",2019-12-04,IP属地：未知
5分 超棒,M27****6333,简直巴适的不得了。确实不错，可以来玩一下。处处是景。山是那么陡峭，路是那么蜿蜒，水是那么清澈。一路上走来，感觉心情非常舒畅。,2021-07-09,IP属地：未知
5分 超棒,拉塞奇宇文觉,"锻炼身体的好去处，我是今年3月份独自一个人跑去玩的，去黑山镇旅客中心有大巴直达景区，我是在黑山谷北门下车。当时天气有些冷，景区进去以后就类似于是郦道元在《三峡》中描述的情形：“春冬之时，则素湍绿潭，回清倒影，绝𪩘多生怪柏，悬泉瀑布，飞漱其间，清荣峻茂，良多趣味。”虽不是三峡，却胜似三峡。景区内听说有黑叶猴，不过当时去可能是天气冷的原因，一直没见其出现。而且彼时正是枯水期，很多瀑布都停流了。不过依旧挡不住景区的另一番风景。
还有一件事要提醒后面的游客，去玩千万要从南门进，因为你从北门进昨晚观光车出景区有一段路梯坎特别多，倘若不做缆车的话，有够你爬的。当然坐缆车的当我没讲。
总体上来讲，这个景区还是挺不错的，值得一玩，特别是那种喜欢漫步于山水之间的驴友。",2023-04-10,IP属地：四川
5分 超棒,M41****602,夏天玩水避暑的绝佳去处，值回票价。虽然重庆43度的高温，但不影响山谷里凉风绕绕。孩子玩水抓螃蟹不亦乐乎。可以自备干粮或者景区稍高一点消费，就可以在山谷玩一整天。景区两个入口都备有缆车或索道，带着小孩不方便走全程（10.8公里）可以考虑。服务区设置比较多，一路上走累了都有歇脚处，这一点还是做得比较好的。唯一不太好就是没有行李托运或者寄存服务。从景点南门进去后得从另一个门出来，两门相差11公里。自驾的不用说肯定会坐车回到起点开车，但自由行坐公共交通来玩的人不太友好。要么只能背着行李走完全程，要么从另一个门出来后还得拖着疲惫的脚步坐车回到起点去拿东西。时间长不说，还费钱。我觉得景区可以提供收费寄存或者托运服务。有需要的就让摆渡车帮着把行李一起驮过去，这样游完整个景点就可以直接离开了。这里的餐馆厨艺水平整体在线，都比较好吃。份量不错，并且就景区价格来说还是过得去。住宿的话旺季会稍微贵一点，一般220左右起步的标间。农家乐有包月的，2600一个人；住不到一个月的，120每人每天，如果单独住房间大约是150起价。小面或稀饭馒头咸菜的早餐10元起步。烧烤不建议，太贵了一串8元，土豪自便。,2022-08-15,IP属地：重庆
4分 满意,天边的海999,黑山谷景区自然景观非常美。黑山谷位于綦江 ，具体哪里高德地图会持续为你导航。我是从重庆主城跟着大巴车方向出发买的龙头寺汽车站到黑山谷旅游接待中心大约3小时左右抵达,2019-07-27,IP属地：未知
5分 超棒,小峰呢,非常值得去，风景如画，天然氧吧，里面真的非常大，是出游的绝佳地方。在里面走一圈真的仿佛置身于另一个世界，全是帅真的自然美，没有外界的喧嚣。,2021-06-22,IP属地：未知
5分 超棒,欣1226,黑山谷景区管理很不错，景区天然氧吧，栈道、吊桥、石板小道、瀑布、小溪、流水，还看到黑叶猴，邑夏季游玩的好去处，家里有小朋友的带着去玩水，不要太开心。,2024-07-12,IP属地：四川
5分 超棒,Qierrrr,非常非常推荐这个景点 性价比极高 我是三年前的夏天在携程报团去的 那时候这个景区应该刚开放没多久 但配套设施做得很是不错 山谷里非常凉爽 亲眼所见生物多样性 而且可以下水 水清澈而且清凉～走着走着就会发现有的地方的溪水有些浑浊 再走就又变清澈 颇有意思！并且景区里还有各种各样的桥 让你一次走个够哈哈 很久没有一个景点让我这样喜欢了 有机会还要再去！,2021-08-05,IP属地：未知
4分 满意,风之痕123123,黑山谷风景区是个好地方，景色真美，空气清新，适合一去再去！已经去过多次了，最喜欢和朋友一起在峡谷里面步行，既锻炼身体，又洗了肺，不错的体验！,2019-08-13,IP属地：未知
5分 超棒,小宝小河马,景区游客不是很多，很幽静，疫情期间南门进北门出，入园后乘坐索道下去的，一下索道走下去后空气湿润清新，瀑布水花飞溅，大概3个小时左右就可以玩完景点了，漫步在天然氧吧中心旷神怡,2020-04-23,IP属地：未知
5分 超棒,北风飘,黑山谷风景区原始生态风景由峻岭、峰林、幽峡、峭壁、森林、竹海、飞瀑、碧水、溶洞、仿古栈道、浮桥、云海、田园、原始植被、珍稀动植物等各具特色的景观组成。,2018-08-15,IP属地：未知
5分 超棒,Charleyzz,五一假期后工作日去的，真的是人少景美。南门进北门出，不需要坐下山的索道。一路大小瀑布相伴，吊桥浮桥相随，真的太喜欢了。但想象一下假期挤满人肯定就是另一种感受了。,2021-05-11,IP属地：未知
5分 超棒,yuntianling,夏天还是很值得一去的，我们住在黑山谷酒店，有老年人一起走的是下山路，还比较轻松，峡谷里很凉快，风景也很美，适合小朋友。我们遇到了一个夏令营的的团队，都是小学生。,2021-01-13,IP属地：未知
5分 超棒,小马世界,"全程大约13公里，如果步行走完，也就3-4小时。景区内由地质地貌和多种动植物融合在一起，景色宜人，空气清新，视野也非常醉人。
景区内的卫生间非常干净，这一点值得表扬！道路也很干净，其他设施维护的还可以。",2018-06-20,IP属地：未知
5分 超棒,eaglevision1107,"去的时候山顶风太大，我们是从缆车侧开车上去的，人有点多，金佛洞真的太值了，鬼斧神工！里面好冷，夏天去会很爽！
草坪上很多蒲公英，体力有限，没全部游玩！",2021-05-04,IP属地：未知
5分 超棒,西子爱旅游,黑山谷的地形呈阶梯状，河谷断面呈“V”字形，是旅游观光、休闲避暑、度假探险、采风考古、地质科考的理想去处,2024-11-23,IP属地：四川
5分 超棒,_WeCh****146095,黑山谷景区由黑山谷、万盛石林两个景区组成，有峻岭、峰林、幽峡、峭壁、森林、竹海、飞瀑、碧水、溶洞、仿古栈道、浮桥、云海、田园、原始植被、珍稀动植物等各具特色的景观，景区内有5峡、7区、12峰、36桥、99瀑、108潭，荟萃渝黔喀斯特地貌风光之精华，被誉为“渝南九寨沟”“地质大观园”,2023-01-28,IP属地：河北
5分 超棒,布晓呆,1、黑山谷风景区位于重庆万盛区，距离市区一百公里，交通便利。可以参团，最好自驾。2、游客先到游客中心购买门票和往返交通车票，然后由北门或南门进入。南门进北门出是下山，北门进南门出是上山，出景区可以坐缆车。3、游览全程需要步行3-4个小时，很有减肥效果。,2021-07-29,IP属地：未知
4分 满意,_WeCh****042578,5月1日早上10点多进谷里的，可能这个景点比较冷门吧，去的人不太多，大部分跟我们一样，老人小孩一家人，现在水比较少，小孩们都能去网鱼、抓螃蟹。天气很好，有点晒，一路走走歇歇，下午4点半左右结束行程。景区风景一般，但也是个吸氧洗肺的好去处；景区里卖吃的少又贵，可以带点吃的喝的，就当野炊，小孩也喜欢；总体来说还是有趣好玩，在一个景区里跨两省，没去过的可以去感受下。,2021-05-03,IP属地：未知
5分 超棒,linqinrong,这几天老下雨，原以为端午节的最后一天人不会少，没想到因为下雨，景区里没有几个人，下雨导致水特别大，瀑布堪比黄果树，胜过荔波小七孔，风景太美。记得要从南门进，北门出，这样基本一路向下，徒步7公里，一点也不累。,2019-06-10,IP属地：未知
5分 超棒,💍Dear.Liu先森,景区的卫生环境和服务是我特别要点赞的，一路走来干净整洁，卫生设施布局合理，水龙头一开就是温水，是我游览的景区里最棒的。休息点的物价还算合理，随处都是服务人员的微笑，感觉很暖心。景区景色优美，绿意盎然，空气清新，适合热天来消暑。总之一级棒。,2019-04-06,IP属地：未知
5分 超棒,恰似您的温柔,春天，碧水幽谷、秀峰翠鸟，令人流连忘返；夏季，森林如盖、遮天蔽日，让人心生凉意；秋天，层林尽染，肥美的山鸡野兔奔兀其间，使人置身仙境；冬季，皑皑白雪、银妆素裹，令人赏心悦目。,2020-05-14,IP属地：未知
5分 超棒,科萨斯王恭,走很远的，我是从南门上的山，东门下的山。在景区最好不要买披肩。山上不怎么冷(在走路的时候还会出汗)。同时也不要买网鱼竿。没有什么耍的，还浪费钱。去耍的朋友最好要有心里准备哦，走4个多小时很远哦。,2018-10-05,IP属地：未知
5分 超棒,M23****7029,"大自然的鬼斧神工，真的很值得去看一看 瞧一瞧 
和朋友一起去的，很棒的体验，不过很可惜，我们没看到猴子 自己其实可以带点吃的去 景区嘛 吃的都很贵",2018-07-01,IP属地：未知
5分 超棒,M51****439,距离比较长，游玩需要3小时，建议自驾，到停车场来回需要做摆渡公交自费，夏季避暑胜地，做缆车看风景，有湖有瀑布，总体还好，吃饭不是很多,2023-12-04,IP属地：重庆
5分 超棒,瓜伊尼亚省童贯,"黑山谷位于黔渝交界，景区很大，需要一天时间，建议自带一些食物。
进景区第一段路没什么景色建议乘坐观光车快速通过。
下车后一路前行就对了，基本上就是一条路，中途会跨过黔渝交界，是个周末散心的好去处。",2020-08-29,IP属地：未知
4分 满意,天天爹,黑山谷最好南门进，北门出。这样就是走下坡，相对轻松，没必要坐索道。走到谷底是6公里沿河沟的平路，走走停停差不多2个小时。到北门的观光车一定要坐哦，整整6公里，基本没有景点而且走的车行公路。,2021-09-22,IP属地：未知
5分 超棒,匿名用户,这是第二次去了，非常推荐！人少环境很好，7公里沿途风景优美，但需要一定体力。缆车不推荐，做缆车看不到各种瀑布。如果是公共交通去的话注意间隔等车时间比较长，算好时间。,2025-03-18,IP属地：重庆
5分 超棒,欢乐随喜,黑山谷景区其实包括了两个部分——黑山谷和万盛石林。一边呼吸着饱含负氧离子的清新空气，一边欣赏着峡谷的奇绝，溪流和瀑布的湍急。,2023-01-23,IP属地：上海
5分 超棒,yuntianling,从南门到的北门，一路都是下坡，还比较好走，坐了索道，观光车，大巴车，非常休闲，不累，全程可能十几公里，走路大概就只走了6公里，还是用了三个多小时，体验还是非常不错,2020-08-07,IP属地：未知
5分 超棒,M22****435,值得大家去，风景非常好，玩一天下来也不太累。住宿也方便，离万盛奥陶纪也不远，玩了下来第二天还可以去奥陶纪玩，非常开心的旅程,2018-10-12,IP属地：未知
5分 超棒,_WeCh****857557,避暑胜地，很凉快，玩水的地方多，全程还是很远的，我们选择从南门进，坐了30的缆车省了走路2公里，也可以选择走路，缆车下来就是全程步行6公里，一路景点很多，不会觉得很累，基本上没有爬坡，坐观光车的地方果断选择坐车，离北门出口还有6公里，也没什么景点，到北门下车还得花20大巴坐到南门，车停在南门停车场，不得不表扬一下重庆这边的所有景区停车场收费，基本都是5块6块，太实惠了，在其它地方都上20了，景区很适合避暑还有漂流，我们现在淡季来的话没开，瀑布很多都没水,2025-04-11,IP属地：重庆
5分 超棒,我从凤楼书院来,黑山谷，万盛经开区避暑胜地也！进入景区桥可见好多好多康养房，据说大卖哦，在高温炙烤的夏天，这里就是避暑的天堂！观光车是需要坐的，不贵，但惬意，比起徒步来不知舒服多少倍……后面徒步有的是机会，走在峡谷中，听着流水响，走走停停，舒服极了。,2024-10-29,IP属地：四川
4分 满意,M22****0295,"提前关注索道是否开启，如果风速大，索道会关闭。
从南门坐索道或者步行走向北门，是下坡，中间有段路要坐观光车到北门，人均30元，也可以步行，不过要走很长时间，对于想玩的轻松一点的人来说很愉快。
最好穿运动鞋，路程还是很长的，注意防虫。带一点零食、水果，路上有小卖部。
环境还是不错的，有些路段很凉快。可以“一脚踏两省”。",2023-05-05,IP属地：西藏
5分 超棒,M41****530,景色超好，我们从北门进南门出，路还算比较平坦，不会太累。建议自驾游把车停在游客中心，这样不论从南门进还是北门都很方便，去北门交通车5元，南门交通车15元。北门进有6公里可以乘坐观光车，南门出的最后一段可以坐索道，这两段路都建议坐，尤其南门那段路很陡，很不好走。不过可能是因为我们已经走了3个多小时。,2021-05-06,IP属地：未知
3分 不错,M40****7006,这是个去了一次就不会想去二次的地方，早上七点多去的，一直走到下午五点多钟，累的要死，全程就是看山，看水，没什么特色的东西，坐车收费是一段一段的，这里30，那里5块的，人还挺多的，像老年人或者孕妇之类的就不建议去了，没什么好玩的好看的，运动量比较大景色一般，可玩性低，,2020-06-03,IP属地：未知
5分 超棒,宠爱风间苍月,"一个低调的5A级景区
正好是淡季，半价，
如果是11月4日，价格只有9.9元。
性价比高到不行
我们是南入口进入，可以选择一公里的索道
景区内全部步行，大概要6-7公里
靠近北区的大概有五公里的电瓶车
电瓶车，加南北区的摆渡车五十元
不过风景真的很好
还可以一脚跨渝黔两界",2019-11-11,IP属地：未知
5分 超棒,M31****517,黑山谷景区风景确实很好，就是短短13公里路程，交通工具需要转3次，对第一次来的游客摸不到头脑，游玩后感觉交通费太高了，特别是6公里电瓶车每人30元，价格偏高了！不坐车要走一个多小时，只能认了。其他方面都很好，服务也好。,2019-11-05,IP属地：未知
4分 满意,_WeCh****570652,黑山谷风景还算可以，主要就是围绕一条河修建的步道，可以到河边耍水，但是就是路程确实远，我们从南门进入一直到坐观光车那里大约走了近5个小时，建议小孩比较小的就算了，大人自己走得都脚痛，如果还要抱小孩那更是老火,2019-08-12,IP属地：未知
